neuron_id,condition,cell_line,drug,well,tile,stimulation,original_hdf5,num_timepoints,timepoint,timepoint_idx,rfp1_path,halo_path,label_stimulation,label_cell_line,label_timepoint,label_stim_time,label_cell_time,label_cell_stim,label_all,label_6class,class_label
B10_tile4_n259,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_259.h5,16,T0,0,images/RFP1/B10_tile4_n259_T0.png,images/Halo/B10_tile4_n259_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B10_tile4_n259,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_259.h5,16,T16,15,images/RFP1/B10_tile4_n259_T15.png,images/Halo/B10_tile4_n259_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B10_tile2_n24,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_24.h5,16,T0,0,images/RFP1/B10_tile2_n24_T0.png,images/Halo/B10_tile2_n24_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile2_n24,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_24.h5,16,T16,15,images/RFP1/B10_tile2_n24_T15.png,images/Halo/B10_tile2_n24_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B10_tile3_n31,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_31.h5,16,T0,0,images/RFP1/B10_tile3_n31_T0.png,images/Halo/B10_tile3_n31_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile3_n31,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_31.h5,16,T16,15,images/RFP1/B10_tile3_n31_T15.png,images/Halo/B10_tile3_n31_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B10_tile4_n207,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_207.h5,16,T0,0,images/RFP1/B10_tile4_n207_T0.png,images/Halo/B10_tile4_n207_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B10_tile4_n207,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_207.h5,16,T16,15,images/RFP1/B10_tile4_n207_T15.png,images/Halo/B10_tile4_n207_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B10_tile3_n127,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_127.h5,16,T0,0,images/RFP1/B10_tile3_n127_T0.png,images/Halo/B10_tile3_n127_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile3_n127,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_127.h5,16,T16,15,images/RFP1/B10_tile3_n127_T15.png,images/Halo/B10_tile3_n127_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B10_tile4_n111,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_111.h5,16,T0,0,images/RFP1/B10_tile4_n111_T0.png,images/Halo/B10_tile4_n111_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B10_tile4_n111,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_111.h5,16,T16,15,images/RFP1/B10_tile4_n111_T15.png,images/Halo/B10_tile4_n111_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B10_tile2_n143,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_143.h5,16,T0,0,images/RFP1/B10_tile2_n143_T0.png,images/Halo/B10_tile2_n143_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile2_n143,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_143.h5,16,T16,15,images/RFP1/B10_tile2_n143_T15.png,images/Halo/B10_tile2_n143_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B10_tile4_n250,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_250.h5,16,T0,0,images/RFP1/B10_tile4_n250_T0.png,images/Halo/B10_tile4_n250_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B10_tile4_n250,Control,Control,DMSO,B10,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_4_250.h5,16,T16,15,images/RFP1/B10_tile4_n250_T15.png,images/Halo/B10_tile4_n250_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B10_tile3_n138,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_138.h5,16,T0,0,images/RFP1/B10_tile3_n138_T0.png,images/Halo/B10_tile3_n138_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile3_n138,Control,Control,DMSO,B10,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_3_138.h5,16,T16,15,images/RFP1/B10_tile3_n138_T15.png,images/Halo/B10_tile3_n138_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B10_tile2_n116,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_116.h5,16,T0,0,images/RFP1/B10_tile2_n116_T0.png,images/Halo/B10_tile2_n116_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B10_tile2_n116,Control,Control,DMSO,B10,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B10/A2screenPlate2_B10_2_116.h5,16,T16,15,images/RFP1/B10_tile2_n116_T15.png,images/Halo/B10_tile2_n116_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile2_n83,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_83.h5,16,T0,0,images/RFP1/B13_tile2_n83_T0.png,images/Halo/B13_tile2_n83_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n83,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_83.h5,16,T16,15,images/RFP1/B13_tile2_n83_T15.png,images/Halo/B13_tile2_n83_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile4_n213,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_213.h5,16,T0,0,images/RFP1/B13_tile4_n213_T0.png,images/Halo/B13_tile4_n213_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n213,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_213.h5,16,T16,15,images/RFP1/B13_tile4_n213_T15.png,images/Halo/B13_tile4_n213_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile3_n74,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_74.h5,16,T0,0,images/RFP1/B13_tile3_n74_T0.png,images/Halo/B13_tile3_n74_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile3_n74,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_74.h5,16,T16,15,images/RFP1/B13_tile3_n74_T15.png,images/Halo/B13_tile3_n74_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile3_n2,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_2.h5,16,T0,0,images/RFP1/B13_tile3_n2_T0.png,images/Halo/B13_tile3_n2_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile3_n2,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_2.h5,16,T16,15,images/RFP1/B13_tile3_n2_T15.png,images/Halo/B13_tile3_n2_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile4_n288,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_288.h5,16,T0,0,images/RFP1/B13_tile4_n288_T0.png,images/Halo/B13_tile4_n288_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n288,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_288.h5,16,T16,15,images/RFP1/B13_tile4_n288_T15.png,images/Halo/B13_tile4_n288_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile2_n70,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_70.h5,16,T0,0,images/RFP1/B13_tile2_n70_T0.png,images/Halo/B13_tile2_n70_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n70,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_70.h5,16,T16,15,images/RFP1/B13_tile2_n70_T15.png,images/Halo/B13_tile2_n70_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile3_n216,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_216.h5,16,T0,0,images/RFP1/B13_tile3_n216_T0.png,images/Halo/B13_tile3_n216_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile3_n216,Control,Control,DMSO,B13,3,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_3_216.h5,16,T16,15,images/RFP1/B13_tile3_n216_T15.png,images/Halo/B13_tile3_n216_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile1_n718,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_718.h5,16,T0,0,images/RFP1/B13_tile1_n718_T0.png,images/Halo/B13_tile1_n718_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile1_n718,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_718.h5,16,T16,15,images/RFP1/B13_tile1_n718_T15.png,images/Halo/B13_tile1_n718_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile4_n47,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_47.h5,16,T0,0,images/RFP1/B13_tile4_n47_T0.png,images/Halo/B13_tile4_n47_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n47,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_47.h5,16,T16,15,images/RFP1/B13_tile4_n47_T15.png,images/Halo/B13_tile4_n47_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile4_n286,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_286.h5,16,T0,0,images/RFP1/B13_tile4_n286_T0.png,images/Halo/B13_tile4_n286_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n286,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_286.h5,16,T16,15,images/RFP1/B13_tile4_n286_T15.png,images/Halo/B13_tile4_n286_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile1_n383,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_383.h5,16,T0,0,images/RFP1/B13_tile1_n383_T0.png,images/Halo/B13_tile1_n383_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile1_n383,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_383.h5,16,T16,15,images/RFP1/B13_tile1_n383_T15.png,images/Halo/B13_tile1_n383_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile2_n220,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_220.h5,16,T0,0,images/RFP1/B13_tile2_n220_T0.png,images/Halo/B13_tile2_n220_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n220,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_220.h5,16,T16,15,images/RFP1/B13_tile2_n220_T15.png,images/Halo/B13_tile2_n220_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile4_n232,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_232.h5,16,T0,0,images/RFP1/B13_tile4_n232_T0.png,images/Halo/B13_tile4_n232_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n232,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_232.h5,16,T16,15,images/RFP1/B13_tile4_n232_T15.png,images/Halo/B13_tile4_n232_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile4_n59,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_59.h5,16,T0,0,images/RFP1/B13_tile4_n59_T0.png,images/Halo/B13_tile4_n59_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n59,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_59.h5,16,T16,15,images/RFP1/B13_tile4_n59_T15.png,images/Halo/B13_tile4_n59_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile2_n10,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_10.h5,16,T0,0,images/RFP1/B13_tile2_n10_T0.png,images/Halo/B13_tile2_n10_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n10,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_10.h5,16,T16,15,images/RFP1/B13_tile2_n10_T15.png,images/Halo/B13_tile2_n10_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile2_n41,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_41.h5,16,T0,0,images/RFP1/B13_tile2_n41_T0.png,images/Halo/B13_tile2_n41_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n41,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_41.h5,16,T16,15,images/RFP1/B13_tile2_n41_T15.png,images/Halo/B13_tile2_n41_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile2_n124,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_124.h5,16,T0,0,images/RFP1/B13_tile2_n124_T0.png,images/Halo/B13_tile2_n124_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n124,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_124.h5,16,T16,15,images/RFP1/B13_tile2_n124_T15.png,images/Halo/B13_tile2_n124_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile1_n753,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_753.h5,16,T0,0,images/RFP1/B13_tile1_n753_T0.png,images/Halo/B13_tile1_n753_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile1_n753,Control,Control,DMSO,B13,1,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_1_753.h5,16,T16,15,images/RFP1/B13_tile1_n753_T15.png,images/Halo/B13_tile1_n753_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile4_n125,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_125.h5,16,T0,0,images/RFP1/B13_tile4_n125_T0.png,images/Halo/B13_tile4_n125_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n125,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_125.h5,16,T16,15,images/RFP1/B13_tile4_n125_T15.png,images/Halo/B13_tile4_n125_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile4_n30,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_30.h5,16,T0,0,images/RFP1/B13_tile4_n30_T0.png,images/Halo/B13_tile4_n30_T0.png,0ms,Control,T0,0ms_T0,Control_T0,Control_0ms,Control_0ms_T0,Control_T0,Control_T0
B13_tile4_n30,Control,Control,DMSO,B13,4,0ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_4_30.h5,16,T16,15,images/RFP1/B13_tile4_n30_T15.png,images/Halo/B13_tile4_n30_T15.png,0ms,Control,T16,0ms_T16,Control_T16,Control_0ms,Control_0ms_T16,Control_0ms_T16,Control_0ms_T16
B13_tile2_n3,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_3.h5,16,T0,0,images/RFP1/B13_tile2_n3_T0.png,images/Halo/B13_tile2_n3_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
B13_tile2_n3,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_3.h5,16,T16,15,images/RFP1/B13_tile2_n3_T15.png,images/Halo/B13_tile2_n3_T15.png,10000ms,Control,T16,10000ms_T16,Control_T16,Control_10000ms,Control_10000ms_T16,Control_10000ms_T16,Control_10000ms_T16
B13_tile2_n188,Control,Control,DMSO,B13,2,10000ms,/gladstone/finkbeiner/linsley/GXYTMPS/Jeremy/GXYTMP-A2screenPlate2/hdf5_neurons/B13/A2screenPlate2_B13_2_188.h5,16,T0,0,images/RFP1/B13_tile2_n188_T0.png,images/Halo/B13_tile2_n188_T0.png,10000ms,Control,T0,10000ms_T0,Control_T0,Control_10000ms,Control_10000ms_T0,Control_T0,Control_T0
